ObjektNr;BaustKanton;Kurzbeschreibung;BauartCode;Baubeginn;Bauende;GesuchVom;BewilligtAm;BaukostenVon;BaukostenBis;AnzGeb;AnzWhg;AnzEtagen;AnzUG;AnzPP;CRBCode01;CRBCode02;CRBCode03;CRBCode04;CRBCode05;CRBCode06;CRBCode07;CRBCode08;CRBCode09;CRBCode10
99836388;AG;Abbruch von Einfamilienhäusern mit Schuppen;5; ; ;09.08.2005;12.01.2006;0.1;0.1;6;0;0;0;0;14;41;;;;;;;;
99836392;AG;Konzept Neubauten Musterhäuser;1; ; ;09.08.2005;12.01.2006;5.5;5.5;22;22;0;0;0;14;;;;;;;;;
99837290;AG;Neubau einer Seniorenresidenz mit Gewerberäumen;1;Jul 06;Jul 07;18.08.2005;25.01.2006;6.7;6.7;1;21;0;1;0;15;38;;;;;;;;
99836511;AG;Neubau Einfamilienhaus mit angebauter Garage;1;Feb 06;Aug 06;08.08.2005;26.01.2006;0.7;0.7;1;1;2;1;0;14;139;;;;;;;;
99844840;AG;Einbau einer Wohnung/Studio anstelle Laden;3; ; ;27.09.2005;12.01.2006;0.19;0.19;1;1;1;0;0;14;;;;;;;;;
99845423;AG;Neubau eines Doppeleinfamilienhauses                       ;1; ; ;06.10.2005;12.01.2006;0.75;0.75;1;2;0;1;0;14;;;;;;;;;
99845497;AG;Erweiterung eines Mehrfamilienhauses         ;2;Jan 06; ;11.10.2005;26.01.2006;0.6;0.6;1;4;2;0;0;12;;;;;;;;;
99843651;AG;Umbau eines Ladenlokals mit Einbau eines Restaurants;3; ; ;21.09.2005;04.01.2006;0.14;0.14;1;0;2;0;0;111;;;;;;;;;
99742306;AG;Erweiterung und Umbau einer Schulanlage;2;Jan 06; ;11.10.2005;04.01.2006;9.862;9.862;1;0;2;1;0;22;121;122;;;;;;;
99858460;AG;Umbau und Sanierung Einfamilienhaus, Anbau Carport                      ;3; ; ;20.12.2005;25.01.2006;0.1205;0.1205;1;1;0;0;0;14;174;;;;;;;;
99855079;AG;Anbau eines Wintergartens, unbeheizt;2; ; ;28.11.2005;12.01.2006;0.03;0.03;1;0;0;0;0;171;;;;;;;;;
99855078;AG;Umbau Küche beim Einfamilienhaus;3; ; ;30.11.2005;04.01.2006;0.03;0.03;1;1;0;0;0;14;;;;;;;;;
99855015;AG;Neubau eines Einfamilienhauses mit Swimmingpool und Gerätehaus;1;Feb 06;Sep 06;01.12.2005;27.01.2006;0.603;0.603;1;1;0;1;0;14;41;173;;;;;;;
99855014;AG;Neubau eines Einfamilienhauses mit angebauter Garage;1;Jun 06;Dez 06;01.12.2005;26.01.2006;0.66;0.66;1;1;2;1;0;14;139;;;;;;;;
99853623;AG;Neubau Einfamilienhaus mit integrierter Garage;1;Mrz 06;Sep 06;21.11.2005;05.01.2006;0.8;0.8;1;1;2;1;0;14;;;;;;;;;
99849905;AG;Neubau von Doppeleinfamilienhäusern                       ;1; ; ;02.11.2005;04.01.2006;4;4;4;8;2;1;0;14;;;;;;;;;
99849902;AG;Neubau eines Einfamilienhauses mit integrierter Garage;1; ; ;03.11.2005;04.01.2006;0.5;0.5;1;1;2;1;0;14;;;;;;;;;
99853806;AG;Umbau eines Einfamilienhauses;3;Jan 06;Apr 06;24.11.2005;05.01.2006;0.3;0.3;1;1;0;0;0;14;;;;;;;;;
99858807;AG;Neubau Gerätehaus, Auffüllung mit Böschungssteinen;1; ; ;02.01.2006; ;0.03;0.03;1;0;0;0;0;41;;;;;;;;;
99858806;AG;Neubau eines Einfamilienhauses;1; ; ;05.01.2006; ;0.52;0.52;1;1;0;1;0;14;;;;;;;;;
99858802;AG;Anbau Verglasung bei Hauseingang;2; ; ;02.01.2006; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99856146;AG;Neubau eines Einfamilienhauses;1; ; ;08.12.2005;12.01.2006;0.5;0.5;1;1;0;1;0;14;;;;;;;;;
99856139;AG;Umbau und Sanierung eines Einfamilienhauses;3; ; ;15.12.2005;12.01.2006;0.5;0.5;1;1;0;0;0;14;;;;;;;;;
99856135;AG;Neubau von 2 Einfamilienhäusern mit freistehenden Garagen;1; ; ;08.12.2005;12.01.2006;0.82;0.82;2;2;2;1;0;14;139;;;;;;;;
99858535;AG;Umbau eines Einfamilienhauses;3;Jan 06;Mai 06;20.12.2005;26.01.2006;0.336;0.336;1;1;0;0;0;14;;;;;;;;;
99858469;AG;Erweiterung eines Einfamilienhauses;2; ; ;22.12.2005;26.01.2006;0.17;0.17;1;1;2;0;0;14;;;;;;;;;
99858461;AG;Umbau/Umnutzung Lager in Computer-Shop;3; ; ;22.12.2005;26.01.2006;0.12;0.12;1;0;1;0;0;61;;;;;;;;;
99862178;AG;Einbau einer Garage;3; ; ;16.01.2006; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99862171;AG;Umbau eines Einfamilienhauses                       ;3; ; ;19.01.2006; ;0.15;0.15;1;1;0;1;0;14;63;;;;;;;;
99862170;AG;Einbau Dachlukarne beim Einfamilienhaus;3; ; ;16.01.2006; ;0.03;0.03;1;1;1;0;0;14;;;;;;;;;
99862146;AG;Erweiterung eines Einfamilienhauses                       ;2; ; ;23.01.2006; ;0.36;0.36;1;1;0;0;0;14;;;;;;;;;
99862145;AG;Umbau eines Einfamilienhauses;3; ; ;17.01.2006; ;0.19;0.19;1;1;0;0;0;14;;;;;;;;;
99862142;AG;Neubau Remise;1; ; ;18.01.2006; ;0.05;0.05;1;0;0;0;0;41;;;;;;;;;
99861169;AG;Verglasung eines Sitzplatzes;2; ; ;11.01.2006; ;0.04;0.04;1;1;0;0;0;;;;;;;;;;
99860395;AG;Neubau eines Einfamilienhauses;1; ; ;11.01.2006; ;0.5;0.5;1;1;0;1;0;14;;;;;;;;;
99859911;AG;Neubau Garage mit Abstellplatz;1; ; ;03.01.2006; ;0.08;0.08;1;0;0;0;0;139;;;;;;;;;
99863397;AG;Neubau eines Einfamilienhauses mit Garage;1; ; ;26.01.2006; ;0.627;0.627;1;1;2;1;0;14;139;;;;;;;;
99863396;AG;Neubau eines Carports;1; ; ;23.01.2006; ;0.03;0.03;1;0;0;0;0;174;;;;;;;;;
99863392;AG;Neubau von 20 Parkplätzen;1; ; ;26.01.2006; ;0.2;0.2;0;0;0;0;20;175;;;;;;;;;
99863391;AG;Erweiterung und Umbau eines Garagengebäudes                       ;2; ; ;26.01.2006; ;1.4;1.4;1;0;1;0;0;59;;;;;;;;;
99863390;AG;Einbau Schwedenofen mit Aussenkamin beim Einfamilienhaus;3; ; ;23.01.2006; ;0.03;0.03;1;1;1;0;0;14;;;;;;;;;
99863389;AG;Umbau Sitzplatz zu Wohnraum;3; ; ;26.01.2006; ;0.02;0.02;1;0;1;0;0;14;;;;;;;;;
99847179;AG;Abbruch von 2 Einfamilienhäusern und ein Schulpavillon 4;5;Jan 06; ;11.10.2005;04.01.2006;0.05;0.05;2;2;0;0;0;14;;;;;;;;;
99847176;AG;Erweiterung eines Einfamilienhauses;2; ; ;18.10.2005;04.01.2006;0.25;0.25;1;1;0;0;0;14;;;;;;;;;
99852706;AG;Neubau eines Einfamilienhauses mit Garage;1; ; ;16.11.2005;19.01.2006;0.5;0.5;1;1;2;1;0;14;139;;;;;;;;
99837951;AG;Neubau eines Mehrfamilienhauses mit Einstellraum;1; ; ;16.08.2005;04.01.2006;1.155;1.155;1;4;3;0;0;12;;;;;;;;;
99864677;AG;Erweiterung eines Einfamilienhauses;2; ; ;31.01.2006; ;0.25;0.25;1;1;2;0;0;14;;;;;;;;;
99863442;AG;Neugestaltung Raucherpoint beim Geschäftshaus;3; ; ;25.01.2006; ;0.025;0.025;1;0;0;0;0;64;;;;;;;;;
99863443;AG;Erweiterung einer Mobilfunkanlage mit Richtfunk;2; ; ;23.01.2006; ;0.01;0.01;0;0;0;0;0;631;;;;;;;;;
99863716;AG;Einbau Wärmepumpe beim Einfamilienhaus, Neubau Gerätehaus und Stützmauer;3; ; ;30.01.2006; ;0.05;0.05;1;1;0;0;0;14;172;431;;;;;;;
99863710;AG;Abbruch eines Einfamilienhauses;5; ; ;30.01.2006; ;0.03;0.03;1;1;0;0;0;14;;;;;;;;;
99863709;AG;Fenstervergrösserungen beim Bürogebäude;3; ; ;30.01.2006; ;0.03;0.03;1;0;0;0;0;64;;;;;;;;;
99863195;AG;Ausbau Dachgeschoss/Estrich beim Einfamilienhaus;3; ; ;23.01.2006; ;0.07;0.07;1;1;1;0;0;14;;;;;;;;;
99863194;AG;Anbau eines Wintergartens;2; ; ;24.01.2006; ;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99863403;AG;Erweiterung und Sanierung Parkplätze, Ueberdachung Lagerplatz;2; ; ;26.01.2006; ;0.06;0.06;1;0;0;0;50;175;;;;;;;;;
99863402;AG;Einbau Dachflächenfenster beim Einfamilienhaus;3; ; ;23.01.2006; ;0.03;0.03;1;1;1;0;0;14;;;;;;;;;
99863399;AG;Erweiterung eines Einfamilienhauses;2; ; ;26.01.2006; ;0.2;0.2;1;1;1;0;0;14;;;;;;;;;
99863398;AG;Neubau einer Doppelgarage;1; ; ;23.01.2006; ;0.06;0.06;1;0;0;0;0;139;;;;;;;;;
99852705;AG;Neubau eines Einfamilienhauses mit Carport;1;Feb 06;Sep 06;17.11.2005;18.01.2006;0.615;0.615;1;1;0;1;0;14;174;;;;;;;;
99860394;AG;Neubau eines Einfamilienhauses mit Carport;1; ; ;12.01.2006; ;0.42;0.42;1;1;0;1;0;14;174;;;;;;;;
99860393;AG;Anbau Wintergarten;2; ; ;09.01.2006; ;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99860389;AG;Anbau Wintergarten;2; ; ;09.01.2006; ;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99860388;AG;Neubau eines Mehrfamilienhauses;1; ; ;12.01.2006; ;2.2;2.2;1;5;0;1;0;12;127;;;;;;;;
99862267;AG;Neubau einer Doppelgarage;1; ; ;16.01.2006; ;0.06;0.06;1;0;0;0;0;139;;;;;;;;;
99862181;AG;Umbau eines Bauernhauses;3; ; ;19.01.2006; ;0.4;0.4;1;2;0;0;0;14;;;;;;;;;
99862179;AG;Abbruch Schweinestall;5; ; ;16.01.2006; ;0.03;0.03;1;0;0;0;0;43;;;;;;;;;
99859910;AG;Erweiterung Einfamilienhaus, Sanierung Carport, Anbau ged. Sitzplatz    ;2; ; ;05.01.2006; ;0.175;0.175;1;1;1;0;0;14;174;;;;;;;;
99859553;AG;Neubau Stützmauer;1; ; ;02.01.2006; ;0.06;0.06;0;0;0;0;0;431;;;;;;;;;
99859552;AG;Erweiterung und Umbau eines Einfamilienhauses;2; ; ;05.01.2006; ;0.204;0.204;1;1;1;0;0;14;;;;;;;;;
99859550;AG;Einbau einer 2-1/2-Zimmer-Wohnung beim Einfamilienhaus;3; ; ;05.01.2006; ;0.028;0.028;1;1;1;0;0;14;;;;;;;;;
99859540;AG;Neubau eines Einfamilienhauses mit Carport;1; ; ;05.01.2006; ;0.526;0.526;1;1;2;1;0;14;174;;;;;;;;
99858817;AG;Anbau Balkon;2; ; ;02.01.2006; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99858814;AG;Anbau Pergola/Sitzplatz und Gartencheminée;2; ; ;02.01.2006; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99858809;AG;Umbau eines Einfamilienhauses;3; ; ;05.01.2006; ;0.16;0.16;1;1;0;0;0;14;;;;;;;;;
99846373;AG;Neubau Zweifamilienhaus mit Carport           ;1;Feb 06;Sep 06;10.10.2005;18.01.2006;1.04;1.04;1;2;2;1;0;14;174;;;;;;;;
99849461;AG;Umbau Ladenlokal                       ;3; ; ;27.10.2005;04.01.2006;0.2;0.2;1;0;1;0;0;61;;;;;;;;;
99840883;AG;Neubau von Einfamilienhäusern mit Doppelgaragen;1;Apr 06;Apr 07;08.09.2005;10.01.2006;1.125;1.125;3;3;2;1;0;14;139;;;;;;;;
99844792;AG;Neubau eines Einfamilienhauses mit Autounterstand;1;Apr 06;Nov 06;29.09.2005;05.01.2006;0.5;0.5;1;1;3;1;0;14;174;;;;;;;;
99824828;AG;Umbau eines Schul- und Gemeindehausplatzes                              ;3; ; ;17.01.2006; ;1.7;1.7;0;0;0;0;12;127;175;211;;;;;;;
99845430;AG;Neubau von Mehrfamilienhäusern mit Einstellhalle;1; ; ;06.10.2005;10.01.2006;11;11;4;40;0;1;0;12;127;131;;;;;;;
99841393;AG;Neubau Terrassenhaus mit UN-Garage;1; ; ;08.09.2005;04.01.2006;2;2;1;1;4;1;0;13;;;;;;;;;
99851495;AG;Neubau Reiheneinfamilienhaus mit Tiefgarage;1; ; ;08.11.2005;12.01.2006;1.931;1.931;1;6;3;1;0;19;127;131;;;;;;;
99861097;AG;Neubau Notwasserverbund mit Wasserversorgung                    ;1; ; ;11.01.2006; ;0.8;0.8;0;0;0;0;0;323;;;;;;;;;
99861096;AG;Einbau Dachfenster beim Einfamilienhaus;3; ; ;09.01.2006; ;0.03;0.03;1;1;1;0;0;14;;;;;;;;;
99861290;AG;Abbruch Stall/Scheune;5; ; ;11.01.2006; ;0.03;0.03;1;0;0;0;0;43;;;;;;;;;
99860463;AG;Neubau einer Lärmschutzwand;1; ; ;11.01.2006; ;0.05;0.05;0;0;0;0;0;361;;;;;;;;;
99860460;AG;Erweiterung Remise;2; ; ;09.01.2006; ;0.05;0.05;1;0;0;0;0;41;;;;;;;;;
99860447;AG;Neubau eines Doppeleinfamilienhauses;1; ; ;12.01.2006; ;0.78;0.78;1;2;0;1;0;14;;;;;;;;;
99860446;AG;Neubau Swimmingpool, Carport und Gartenhaus;1; ; ;09.01.2006; ;0.07;0.07;1;0;0;0;0;172;173;174;;;;;;;
99860445;AG;Neubau Werkstattgebäude mit Büro und Wohnung;1; ; ;11.01.2006; ;1.1;1.1;1;1;2;0;0;14;59;63;;;;;;;
99849927;AG;Neubau eines Einfamilienhauses mit angebauter Garage;1; ; ;03.11.2005;04.01.2006;0.5;0.5;1;1;2;1;0;14;139;;;;;;;;
99694785;AG;Neubau eines Fussgängerstegs;1; ; ;13.01.2006; ;4.124;4.124;0;0;0;0;0;411;;;;;;;;;
99676014;AG;Neubau von 22 Reihen-Einfamilienhäusern und Parkgarage;1; ; ;07.02.2003;12.01.2006;10;10;5;22;2;1;0;19;127;131;;;;;;;
99662877;AG;Neubau einer Mehrzweckhalle                     ;1;Apr 06;Apr 07;23.11.2005;04.01.2006;3.97;3.97;1;0;1;1;0;121;122;166;;;;;;;
99590936;AG;Erweiterung und Umbau Löwenscheune in Kanti-Mensa;2; ; ;10.01.2006; ;5.15;5.15;1;0;1;0;0;26;113;;;;;;;;
99853910;AG;Anbau eines Wintergartens und Vordach;2; ; ;21.11.2005;12.01.2006;0.1;0.1;1;0;0;0;0;171;;;;;;;;;
99853905;AG;Umbau eines Einfamilienhauses;3; ; ;22.11.2005;04.01.2006;0.04;0.04;1;1;1;0;0;14;;;;;;;;;
99853903;AG;Abbruch eines Einfamilienhauses;5;Mrz 06; ;23.11.2005;26.01.2006;0.03;0.03;1;1;0;0;0;14;;;;;;;;;
99853902;AG;Neubau eines Einfamilienhauses;1;Mrz 06;Sep 06;23.11.2005;26.01.2006;0.6;0.6;1;1;1;1;0;14;;;;;;;;;
99853885;AG;Neubau offene Einstellhalle;1; ; ;23.11.2005;25.01.2006;0.3;0.3;1;0;1;0;0;131;;;;;;;;;
99853884;AG;Umbau/Umnutzung Büroräume in Kleintierpraxis;3; ; ;24.11.2005;04.01.2006;0.1;0.1;1;0;0;0;0;82;;;;;;;;;
99863416;AG;Abbruch eines Bauernhauses;5; ; ;25.01.2006; ;0.05;0.05;2;0;0;0;0;14;;;;;;;;;
99863415;AG;Neubau Mehrfamilienhaus mit Einstellhalle;1; ; ;25.01.2006; ;2.5;2.5;1;8;3;1;0;12;131;;;;;;;;
99863414;AG;Neubau Einfamilienhaus mit Einliegerwohnung, Büro und einer Doppelgarage;1; ; ;27.01.2006; ;0.9;0.9;1;2;3;1;0;14;63;;;;;;;;
99864566;AG;Anbau eines Balkons;2; ; ;30.01.2006; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99864680;AG;Anbau unterirdische Garage;2; ; ;31.01.2006; ;0.03;0.03;1;0;0;0;0;139;;;;;;;;;
99864614;AG;Anbau einer Pergola;2; ; ;30.01.2006; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99863699;AG;Neubau von 3 Einfamilienhäusern mit angebauten Garagen;1; ; ;31.01.2006; ;1.5;1.5;3;3;2;1;0;14;139;;;;;;;;
99863321;AG;Anbau eines Wintergartens;2; ; ;23.01.2006; ;0.07;0.07;1;0;0;0;0;171;;;;;;;;;
99863319;AG;Einbau Cheminée und Kaminanlage beim Einfamilienhaus;3; ; ;23.01.2006; ;0.06;0.06;1;1;0;0;0;14;;;;;;;;;
99863413;AG;Neubau eines Terrassenhauses mit Garage           ;1; ; ;26.01.2006; ;1.67;1.67;1;3;4;0;0;13;139;;;;;;;;
99863408;AG;Umbau eines Einfamilienhauses und Einbau Dachfenster;3; ; ;26.01.2006; ;0.06;0.06;1;1;0;0;0;14;;;;;;;;;
99863407;AG;Umbau eines Ladens;3; ; ;26.01.2006; ;0.09;0.09;1;0;1;0;0;61;;;;;;;;;
99863406;AG;Umbau eines Einfamilienhauses;3; ; ;27.01.2006; ;0.05;0.05;1;1;1;0;0;14;;;;;;;;;
99862502;AG;Umbau eines Hallenbades                           ;3;Jun 06;Aug 06; ;19.01.2006;2.49;2.49;1;0;0;0;0;52;123;;;;;;;;
99862548;AG;Abbruch Schlachthaus;5; ; ;20.01.2006; ;0.05;0.05;1;0;0;0;0;47;;;;;;;;;
99788758;AG;Umbau und Erweiterung Gehweg mit Wasserleitungen              ;2; ; ;01.03.2005;12.01.2006;1.044;1.044;0;0;0;0;0;211;323;;;;;;;;
99847227;AG;Umbau und Sanierung eines Bauernhauses, Ortsbildschutz;3; ; ;13.10.2005;04.01.2006;0.6;0.6;1;1;0;0;0;14;;;;;;;;;
99862229;AG;Neubau von 2 Mehrfamilienhäusern mit Einstellhalle;1; ; ;26.01.2006; ;6;6;2;18;4;1;0;12;127;131;;;;;;;
99862227;AG;Neubau eines Terrassenhauses mit integrierten Garagen;1; ; ;20.01.2006; ;1.2;1.2;1;2;4;0;0;13;;;;;;;;;
99862226;AG;Neubau eines Lebensmittelmarktes;1; ; ;20.01.2006; ;2;2;1;0;1;0;68;31;61;175;;;;;;;
99862225;AG;Ueberdachung eines Sitzplatzes;2; ; ;16.01.2006; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99862218;AG;Neubau Geräteschopf und Stützmauer;1; ; ;23.01.2006; ;0.07;0.07;1;0;0;0;0;41;431;;;;;;;;
99862217;AG;Umbau und Sanierung eines Einfamilienhauses;3; ; ;17.01.2006; ;0.25;0.25;1;1;0;0;0;14;;;;;;;;;
99862203;AG;Neubau Wohn- und Geschäftshäuser mit Einstellhalle            ;1; ; ;26.01.2006; ;9.9;9.9;2;38;6;1;0;12;39;61;127;131;;;;;
99862201;AG;Neubau eines Mehrfamilienhauses mit Einstellhalle;1; ; ;23.01.2006; ;5;5;1;11;0;1;0;12;131;;;;;;;;
99862199;AG;Neubau eines Geräteschopfes mit Unterstand;1; ; ;19.01.2006; ;0.03;0.03;1;0;0;0;0;41;;;;;;;;;
99862258;AG;Einbau Zweitwohnung beim Einfamilienhaus;3; ; ;20.01.2006; ;0.35;0.35;1;1;0;0;0;14;;;;;;;;;
99862255;AG;Neubau eines Einfamilienhauses, Fertighaus;1; ; ;19.01.2006; ;0.5;0.5;1;1;0;0;0;14;;;;;;;;;
99862253;AG;Anbau Doppelgarage mit Terrasse;2; ; ;16.01.2006; ;0.09;0.09;1;0;0;0;0;139;;;;;;;;;
99862234;AG;Neubau eines Einfamilienhauses mit Carport;1; ; ;20.01.2006; ;0.55;0.55;1;1;2;1;0;14;174;;;;;;;;
99862233;AG;Ausbau Dachstock beim Einfamilienhaus, Anbau von 2 Garagen;3; ; ;17.01.2006; ;0.1;0.1;1;1;1;0;0;14;139;;;;;;;;
99862230;AG;Abbruch Einfamilienhaus und Werkstatt;5; ; ;26.01.2006; ;0.06;0.06;2;0;0;0;0;14;59;;;;;;;;
99862198;AG;Verglasung eines Balkons;3; ; ;16.01.2006; ;0.03;0.03;1;0;0;0;0;;;;;;;;;;
99862197;AG;Umbau eines Einfamilienhauses;3; ; ;19.01.2006; ;0.015;0.015;1;1;0;0;0;14;;;;;;;;;
99862186;AG;Umbau/Umnutzung Siloanlage in Büro und Wohnung;3; ; ;23.01.2006; ;0.48;0.48;1;1;0;0;0;14;64;;;;;;;;
99862319;AG;Neubau eines Einfamilienhauses mit integrierter Doppelgarage            ;1; ; ;17.01.2006; ;0.86;0.86;1;1;3;1;0;14;;;;;;;;;
99861095;AG;Neubau eines Dreifamilienhauses mit integrierten Garagen;1; ; ;11.01.2006; ;1;1;1;3;3;1;0;12;;;;;;;;;
99861093;AG;Neubau Schwimmteich und Sichtschutz;1; ; ;09.01.2006; ;0.03;0.03;0;0;0;0;0;173;;;;;;;;;
99861091;AG;Erweiterung eines Einfamilienhauses;2; ; ;13.01.2006; ;0.15;0.15;1;1;1;1;0;14;;;;;;;;;
99861089;AG;Neubau eines Gehweges                   ;1; ; ;12.01.2006; ;0.09;0.09;0;0;0;0;0;211;;;;;;;;;
99861088;AG;Neubau einer Garage;1; ; ;09.01.2006; ;0.03;0.03;1;0;0;0;0;139;;;;;;;;;
99861087;AG;Neubau eines Einfamilienhauses mit Garage;1; ; ;12.01.2006; ;0.482;0.482;1;1;0;1;0;14;139;;;;;;;;
99861167;AG;Einbau von 2 Dachflächenfenstern beim Einfamilienhaus;3; ; ;09.01.2006; ;0.03;0.03;1;1;1;0;0;14;;;;;;;;;
99861166;AG;Neubau Biotop;1; ; ;12.01.2006; ;0.03;0.03;0;0;0;0;0;;;;;;;;;;
99861165;AG;Neubau von 2 Mehrfamilienhäusern mit Einstellhalle und Wellnesscenter;1; ; ;12.01.2006; ;11.45;11.45;2;31;0;1;0;12;127;129;131;;;;;;
99861160;AG;Erweiterung unterirdische Einstellhalle;2; ; ;10.01.2006; ;0.57;0.57;1;0;0;1;0;131;;;;;;;;;
99861158;AG;Neubau eines Einfamilienhauses;1; ; ;11.01.2006; ;0.5;0.5;1;1;2;1;0;14;;;;;;;;;
99861108;AG;Neubau eines Einfamilienhauses mit Gerätehaus und Carport;1; ; ;13.01.2006; ;0.83;0.83;1;1;2;1;0;14;174;;;;;;;;
99849926;AG;Neubau Mehrfamilien- und Doppeleinfamilienhaus;1; ; ;03.11.2005;04.01.2006;3;3;2;7;0;0;0;12;14;127;;;;;;;
99853847;AG;Erweiterung und Umbau eines Einfamilienhauses;2; ; ;24.11.2005;04.01.2006;0.18;0.18;1;1;0;0;0;14;;;;;;;;;
99853802;AG;Erweiterung eines Einfamilienhauses;2; ; ;01.12.2005;04.01.2006;0.16;0.16;1;1;0;1;0;14;39;;;;;;;;
99850445;AG;Neubau eines Einfamilienhauses mit Doppelcarport;1; ; ;03.11.2005;04.01.2006;0.58;0.58;1;1;2;1;0;14;174;;;;;;;;
99850444;AG;Abbruch Zweifamilienhaus;5; ; ;03.11.2005;04.01.2006;0.04;0.04;1;0;0;0;0;14;;;;;;;;;
99850443;AG;Neubau eines Zweifamilienhauses;1; ; ;03.11.2005;04.01.2006;0.8;0.8;1;2;4;1;0;14;;;;;;;;;
99850584;AG;Teilabbruch Stall mit Silo;5; ; ;01.11.2005;17.01.2006;0.02;0.02;1;0;0;0;0;43;;;;;;;;;
99851497;AG;Neubau von Reiheneinfamilienhäusern mit Einstellhalle;1; ; ;10.11.2005;12.01.2006;2;2;2;6;0;1;0;19;127;131;;;;;;;
99859549;AG;Neubau eines Schopfes und Anbau eines Sitzplatzes;1; ; ;02.01.2006; ;0.03;0.03;1;0;0;0;0;41;;;;;;;;;
99859547;AG;Erweiterung Bürogebäude, Umbau Lagerhalle;2; ; ;05.01.2006; ;0.6;0.6;1;0;1;0;0;31;64;;;;;;;;
99858798;AG;Anbau Carport und Erweiterung bestehende Garage;2; ; ;02.01.2006; ;0.06;0.06;1;0;0;0;0;139;174;;;;;;;;
99858796;AG;Einbau Dachfenster beim Einfamilienhaus;3; ; ;02.01.2006; ;0.03;0.03;1;1;1;0;0;14;;;;;;;;;
99859024;AG;Neubau eines Einfamilienhauses;1; ; ;05.01.2006; ;0.5;0.5;1;1;0;1;0;14;;;;;;;;;
99859022;AG;Aufstellen Folienhäuser und Kühlzelle;1; ; ;04.01.2006; ;0.03;0.03;1;0;0;0;0;323;;;;;;;;;
99859089;AG;Umbau/Renovation Erdgeschoss beim Einfamilienhaus;3; ; ;09.01.2006; ;0.12;0.12;1;1;1;0;0;14;;;;;;;;;
99856198;AG;Umbau und Sanierung eines Zweifamilienhauses, Anbau Carport;3; ; ;06.12.2005;12.01.2006;0.3;0.3;1;2;0;0;0;14;174;;;;;;;;
99854042;AG;Abbruch einer Turnhalle;5;Apr 06; ;23.11.2005;04.01.2006;0.09;0.09;1;0;0;0;0;121;;;;;;;;;
99854474;AG;Neubau eines Einfamilienhauses mit integrierter Garage;1; ; ;01.12.2005;04.01.2006;0.415;0.415;1;1;2;1;0;14;;;;;;;;;
99854465;AG;Fassadensanierung beim Kindergarten                   ;4;Apr 06;Aug 06;29.11.2005;26.01.2006;0.2;0.2;1;0;0;0;0;21;;;;;;;;;
99855666;AG;Neubau eines Einfamilienhauses mit angebauter Garage, Hanglage;1;Mrz 06;Sep 06;08.12.2005;17.01.2006;0.7;0.7;1;1;2;0;0;14;139;;;;;;;;
99855661;AG;Umbau und Sanierung eines Einfamilienhauses;3; ; ;06.12.2005;12.01.2006;0.18;0.18;1;1;0;0;0;14;;;;;;;;;
99849928;AG;Neubau von 2 Terrassenhäusern mit Einstellhalle, Hanglage;1; ; ;01.11.2005;04.01.2006;5.3;5.3;2;10;7;0;0;13;127;131;;;;;;;
99841473;AG;Neubau eines Mehrfamilienhauses mit Einstellhalle;1; ; ;08.09.2005;04.01.2006;2.8;2.8;1;9;4;1;0;12;131;;;;;;;;
99849381;AG;Erweiterung und Umbau Viehscheune mit Remise;2; ; ;01.11.2005;17.01.2006;0.5;0.5;1;0;1;0;0;41;43;;;;;;;;
99841457;AG;Neubau von 2 Mehrfamilienhäusern mit Einstellhalle;1; ; ;08.09.2005;12.01.2006;3.8;3.8;2;16;4;1;0;12;131;;;;;;;;
99842994;AG;Erweiterung eines Einfamilienhauses;2; ; ;20.09.2005;12.01.2006;0.18;0.18;1;1;1;1;1;14;;;;;;;;;
99841997;AG;Neugestaltung Schmiedeplatz;1; ; ;14.09.2005;12.01.2006;1.206;1.206;0;0;0;0;0;127;;;;;;;;;
99845440;AG;Erweiterung und Umbau eines Einfamilienhauses;2; ; ;05.10.2005;04.01.2006;0.456;0.456;1;2;2;1;0;14;;;;;;;;;
99816460;AG;Neubau von 2 Einfamilienhäusern mit Garagen;1; ; ;28.04.2005;12.01.2006;1;1;2;2;0;1;0;14;139;;;;;;;;
99837071;AG;Neubau einer Erschliessungsstrasse mit Werkleitungen;1; ; ;16.08.2005;04.01.2006;1.3;1.3;0;0;0;0;0;211;311;321;323;;;;;;
99840155;AG;Abbruch Scheune, Binenhaus und Holzunterstand;5; ; ;31.08.2005;12.01.2006;0.03;0.03;1;0;0;0;0;43;;;;;;;;;
99840153;AG;Neubau Forst- und Landwirtschaftsgebäude         ;1; ; ;31.08.2005;12.01.2006;0.08;0.08;1;0;0;0;0;41;;;;;;;;;
99842000;AG;Neubau einer Industriehalle;1; ; ;14.09.2005;19.01.2006;3;3;1;0;1;0;0;37;;;;;;;;;
